@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'These are the savages that the Dems tell us to embrace with open arms.Sick,violent culture has no place in civilized',bad
'its so sad how so many men are ASSHOLES and SAVAGES that it seems to ruin it for the rest of them',bad
'You can\'t teach rd worlder savages that sort of stuff. -- Norway is teaching refugees about sexual consent',bad
'The admins of this account would just like to take a moment to appreciate all the straight douchebags and savages that the SICL produces’’’',bad
'Sweden and ObamaGOPe are importing savages that do THIS sick crap',bad
'Easy to hate Jews when ur religious bros are barbaric,regressive savages that no amount of timelandmoney can save',bad
'Pappy sound like a demon in Savages, that\'s why I fucks with him ’’’’’’',bad
'All my niggas savages that\'s omm ’’’’’’’’’',bad
'This is to the previous reposted twerking shit video, My followers savages ’’’’’’ that\'s not her tho’’',bad
'She live in the city. Damn right she not no virgin. Memphis got some savages that\'s gone sweet talk her to death',bad
'Better Gaddafi than the moslem savages that came after him.',bad
'PERIOD facts don\'t lie Blacks r born animals and savages that belong in the jungle',bad
'Kenyans are becoming YouTube comments savages. That Jimmy gait video comments section. Ooh Lord',bad
'People be swearing they can turn into savages. That shit is innate, not something that can be turned on and off.',bad
'stop stop stop stop stop Eli SUCKS always has savages that bail him out with crazy catches you best be joking',bad
'Muslims are a disgusting race of savages that need deportation',bad
'So it\'s fault that Isis is a bunch of sub human savages that gang rape Christians? Fuck you, bro.',bad
'Doesn\'t that tell you a lot about the moral caliber of the sort of Islamic savages that Norway has allowed to move in?',bad
'Bitch Im Sweating’’’’',bad
'Fuck ya feelings ain\'t no sorrys bitch , shoot dat nigga and his shorty bitch',bad
'talm bout shorty bitch that\'s strike one',bad
'Fuck your feelings and your sorries bitch shoot a nigga and his shorty bitch',bad
'Shoot that his shorty bitch’’’’’’’’’’ jokes jokes’’',bad
'’’ hey everything ’’’’ I love you to death shorty. bitch, ain\'t no you without me . ’’ , heart in human form.',bad
'shoot that nigga his shorty bitch ’’’’’’',bad
'’’Shoot that nigga and his shorty bitch. His shorty bitch ’’’’’’',bad
'Hit that nigga and his shorty bitch shorty bitch ’’',bad
'Shoot dat nigga his shorty bitch.shorty bitch',bad
'Even Shorty Bitch ’’’’’’',bad
'Shoot that nigga and his shorty bitch',bad
'All of a sudden I\'m gone and you wanna go to yo bestfriend house. Bullshit ’’’ I know shorty bitch was there.',bad
'Boost mobile shorty bitch hit ma chirp',bad
'it\'s all fun games till I shoot that nigga his shorty bitch and end up in prison ’’’’’’’’’’’’',bad
'when tall ass girls call themselves shorty ’’’’’’. bitch where?',bad
'Shoot that nigga his shorty bitch',bad
'Fuck your feelings ain\'t no sorry bitch. Shoot that Nigga and his Shorty Bitch',bad
'Since a shorty bitch we been them niggas ’’’’’',bad
'bitch yu seen me calling yu',bad
'Shoot that nigga and his shorty bitch',bad
'I annoyed the FUCK outta shorty bitch one night ’’’’’’ funniest day of my life',bad
'shoot that nigga and his shorty bitch',bad
'lemme just block shorty bitch tweakin\'',bad
'Told shorty bitch look at my Dab! ’’',bad
'Shoot that nigga and his shorty bitch! ’’’’',bad
'a huge round of applause to my shorty bitch legs ! ’’’’’’',bad
'I would like to extend my gratitude to my shorty bitch legs for disappointing me every second of the day.',bad
'Shoot that nigga and his shorty bitch',bad
'Fuck yo feelings ain\'t no sorry bitch Shoot that nigga and his shorty bitch.',bad
'shoot that nigga his shorty bitch ’’',bad
'Shoot that nigga and his shorty, Bitch!',bad
'Shoot that nigga and his shorty bitch .',bad
'Would\'ve done more than just thrown a fucking phone on the road. Leave them alone. Especially since they\'re angry already.',bad
'About we get rid of all the Muslims in America since they all are evil.',bad
'Niggas love talkin bout us since they can\'t guard us’’’’’’’’’’’',bad
'’’ oh shit! Hes fuckin up tribes n shit since they wont let him in the cage!! Anderson Silva Vs Tribe via YouTube',bad
'harsh way since they don\'t seem to fucking understand',bad
'Of course it is, these bastards have not made one single investment of any sense since they gained power, all.',bad
'Spear chucker has got to be the funniest way to call a nigga a nigga ’’',bad
'that\'s because nobody cares about a dumb suicidal spear chucker',bad
'your a spic you African spear chucker',bad
'Spear chucker twitter gonna attack me for this',bad
'Racism makes no goddamn sense. Spear-chucker sounds fucking BADASS. Hey! Hey black guys! Look at you with your martial prowess. Wankers!',bad
'LMFAO whenever I hear tht movie name I think of Eric bullying Josh in highschool calling him a fkn spear chucker',bad
'oh really u dumb ass nigger spear chucker',bad
'O Oh well I will hang you like if you were an annoying melon sucker spear chucker',bad
'what did you have for dinner tonight? Scorpion and gazelle meat on a stick you spear chucker',bad
'next time you wanna call that coon a porch monkey, call that spear chucker a jig, spook, or moon cricket',bad
'I know that spear chucker ain\'t getting rowdy',bad
'swamp ninja, spear chucker, yard ape clown lmao',bad
'aw u a spear chucker . And yes',bad
'who the F is that spear chucker talkign about whites tat way on your tweet? What is going on?',bad
'this is a no spear chucker zone',bad
'simmer down, spear chucker',bad
'Spear chucker',bad
'Bush wookie, spear chucker, or. Idk',bad
'U r the real fuckin bigot who hate our bloody presence on this planet. U can\'t stand that we are countering u now',bad
'well you need to go to the doctor for some meds or something because I can\'t stand that shit',bad
'Cannot stand that man. So full of shit.',bad
'I promise I can\'t stand that dumb shit',bad
'I really can not fucking stand that fake shit. Do not be out here talking big shit about somebody to just be right back in their face. Smh',bad
'Job get, but before I opened my mouth, I could tell the guy wrote me off as just another nigga. I can\'t stand that shit.',bad
'can\'t stand that shit ’’.',bad
'can\'t fucking stand that shit either.assume they have a man bun under it.',bad
'I love my bffs enough tho I can\'t stand that bitch Von sometimes but I love him Shae ’’',bad
'I can\'t live with drama I can\'t stand that shit it\'s irritating to me I\'m to old for children shit go play with ya kids not me',bad
'bitches texted me last night with I gotta question Still haven\'t got a reply to either one. I can\'t stand that shit.',bad
'SphincterSaysWhat! ButtMuscle! Can\'t stand that Libtard! You might be an Islamic follower But No Muslim here!’’’',bad
'I can\'t stand that mofo on my TL ’’’’',bad
'Like how you despise rapists but everybody who don\'t agree with you you call a rapist. I can\'t stand that snowman built ass girl.',bad
'Everyone follow the stupid nigger thanks',bad
'I don\'t care how nice a racist is to you, U kno when they go home they are calling you a stupid nigger',bad
'pull the trigger you stupid nigger',bad
'It\'s \'s the owners of Miss Universe fault for hiring a stupid nigger that looks like the missing link',bad
'Tomori quit interacting with my tweets stupid nigger',bad
'I went to checkers to see if they were open tonight and one of the employees getting off yelled we\'re closed you stupid nigger go home',bad
'Stupid nigger!',bad
'stupid nigger that\'s McDonald\'s lmao',bad
'STUPID nigger.',bad
'that\'s a car, stupid nigger.',bad
'stupid nigger',bad
'shut the fuck up you stupid nigger',bad
'like hes gonna be like this ones for Christian stupid nigger',bad
'Goodbye stupid nigger. You have no fucking concept of what you\'re talking about.',bad
'then block me you stupid nigger',bad
'stupid nigger',bad
'Black patron just called black cashier a stupid nigger. But obviously I\'m the racist. Somehow.',bad
'stupid nigger ’’',bad
'stupid nigger ’’’',bad
'stupid nigger',bad
'stupid nigger deserved it.',bad
'stupid nigger got \'d ’’’’’’',bad
'WHAT THE FUCK DID I JUST SAY U STUPID NIGGER',bad
'THIS STUPID NIGGER AND HIS WRENCH',bad
'Stupid nigger I\'m master prestige. You\'re supposed to run and gun not play like a faggot bush camper with no gun skill.',bad
'I don\'t read YouTube comments because I don\'t like to make a habit of seeing lol STUPID nigger cunt.',bad
'I don\'t see stupid nigger monkey up there',bad
'To be fair, you are a stupid nigger',bad
'stupid nigger',bad
'IM DONE FOLLOWING FUKING RETARDS stupid.nigger.named.KANYE.WEST LIKES NIGGERS ON HIS DICKCKCKCKCKCKCK!',bad
'nice life stupid nigger',bad
'colombia not columbia stupid nigger',bad
'shut the fuck stupid nigger faggot',bad
'You stupid nigger mother fucker',bad
'Driver in Las Vegas Strip crash \'stressed\' by security guards harassing her Dumb ass stupid nigger! Where\'s',bad
'I followed you, fucking stupid nigger',bad
'basketball is a game fr stupid nigger\'s just like rapping.',bad
'Stupid nigger',bad
'don\'t play stupid nigger',bad
'Went from Steve Harvey wild.. To stupid nigger ppl are crazy',bad
'Alex is a stupid nigger',bad
'Not even the jokes, I get that. But to call him Stupid Nigger and all this fuck shit. Really lets you see people true feelings.',bad
'stupid nigger and dumb bitch',bad
'nigger retard it\'s almost unheard of for an asian woman to marry a younger man of any race. stupid nigger.',bad
'The Don \'It would have been avoided if I still owned the contest\' Yeah, never, ever hire a stupid nigger to do ANY job!',bad
'No doubt - I blocked that stupid nigger!',bad
'fuck you stupid nigger',bad
'Hey first off you are half white, middle class America hates you because of your policies not race, stupid nigger',bad
'You\'re just a stupid nigger you should shut the fuck up!',bad
'Idk who that Is sue that fag',bad
'Mpdushha that fag ’’’’’',bad
'I can\'t stand that fag’’',bad
'Lmao in February watch that fag gonna get his',bad
'You sound like a DL nigga in denial especially with that fag like avi. Who you tryna fool',bad
'no keep that fag shit over there',bad
'ew that fag',bad
'’’’’- ah my yg! Tbh you\'re funny af and chill you\'re fun to talk to you\'re my English buddy! Don\'t forget that fag see what I did there ’’’',bad
'ahahahah that fag got AIDS',bad
'cant believe ur playing with that fag',bad
'remember when emma roberts brings that fag back to life and has weird three ways with him later on in coven',bad
'roasted that fag lol',bad
'Hate that fag ’’',bad
'lol that fag played lacrosse also. So we can just leave it at that',bad
'That\'s what that fag gets for trying to fuck with nature.',bad
'Fuck that fag shit. If she mean it she\'ll sneak in your chimney',bad
'That fag happens to be my best friend and she\'s wearing my Christmas gift ’’’’’’’’’’',bad
'you think I really care for that fag gtfo',bad
'never talked to that fag but he blocked me lmao',bad
'you piece of shit. I stepped on dog puke last night cause your faggot ass was feeding that fag fries',bad
'I\'m gonna have to invest in a butt plug rooming with that fag tho',bad
'I see the NOTALLGGR apologist has shown up. that fag needs a hobby. maybe try taking a bath to get a date',bad
'overrated like that fag von miller',bad
'Deeper than that.he could\'ve seriously injured Norman with that fag shit',bad
'’’’’’’that fag who played straight from the Brum show was lucky too’he had Mad two shows running.',bad
'that fag quette made that picture',bad
'what about that fag?',bad
'He just had to sleep on my fav spot pfft only recently every night he wna sleep near me but isok that fag cute',bad
'iOnt even affiliate wit that fag shit ’’’’',bad
'great job.. lemme block that fag as well',bad
'This was cool until I saw that fag Grahmnesty',bad
'That human just wanted a present which is your ass or bacon. JUST JOKING, love ya. Shame that fag, he wanted to shit himself',bad
'I miss that fag’’’',bad
'tf is that fag gonna do w that banana?',bad
'where that fag he ain\'t text back lmao',bad
'im cool with the gay shit but dont talk about my dad like that fag',bad
'buy me a ticket to see that fag and I\'ll go',bad
'Why would you wanna tweet some shit like that ’’’’’’’’ no homo don\'t cover up that fag shit',bad
'not many people can fuck with that fag',bad
'The nerve of that faggot.',bad
'Idk how you guys get though a butt king video. That faggot puts me the sleep!!',bad
'omg I remember that faggot',bad
'fuck no that faggot is weak lmfao',bad
'Deleting that faggot in my life',bad
'I hate that faggot ass ugly ass nigga always white knighting in hopes to get some fat bitches nudes',bad
'dont talk about my mrs like that faggot',bad
'As someone who lives on b, that faggot doesn\'t know what a normie is. He\'s just trying to sound edgy',bad
'I ain\'t defending R.Kelly. I don\'t even like his music. Fuck that faggot.',bad
'My god OBJ is a clown. Wish Josh Norman would\'ve slapped that faggot ass haircut off his ugly ass head on the spot tbh',bad
'Lol, that faggot defending your dumb ass is a dude?',bad
'so its that faggot u bought the acc from',bad
'That faggot George Lucas SHIT',bad
'guide to making a good movie keep that faggot George Lucas far away from it being made',bad
'That vid of that faggot punching that girl in the bathroom is wild, son the camera man are both busters I hope they get maxed SOON',bad
'Rehs, I remember him. what ever happened to that faggot lmao',bad
'fuck that faggot ! where am i at?',bad
'Its probably that faggot rehs, still has twitter pass',bad
'u coming ptown lid? With me and that faggot?',bad
'subtweeting about that faggot called ron imagine printing out a conversation and placing it into a best friends frame, im very hally',bad
'ahahhah YU already no ! Text me one these day bro we out and Marius too haven\'t seen that faggot in a while either',bad
'fuck that faggot little bitch he is a disgrace and the dirtiest player in the NFL. I\'m glad he ain\'t in Philly',bad
'That faggot bitch just made me mad too ’’’’',bad
'well I hate that faggot',bad
'That mode that faggot is in',bad
'uhm sure but im not playing on that faggot saggio kids host',bad
'that faggot tyler has a crush on you too. Gays are gonna rape you rofl',bad
'Hey, hey, who\'s that faggot?',bad
'fuck him, no mercy for that faggot',bad
'can someone please make sure that faggot sees this video',bad
'Convo kinda went like this. Me fuck you this is playfully not malicious Her Ya you’’d like that faggot Me',bad
'fuck that faggot he can eat my dick',bad
'dude this shit is stupid..I never followed that faggot that\'s gay af',bad
'They never revealed that faggot. She isn\'t gonna be.',bad
'Get on with that faggot ass shit',bad
'stfu you and that faggot Lebron',bad
'this the only time I exposed a nigga this year and that faggot tried the wrong bitch',bad
'that faggot blocked me because I told him he was being cheap when he was trying to negotiate my GFX prices',bad
'I hate that faggot',bad
'who is that faggot',bad
'I already knew that faggot',bad
'that faggot waits for me to post more pics of me so he can use them for pleasure',bad
'Fuck that faggot',bad
'y did u let that faggot Takei misconstrue the facts of the camps',bad
'Deaf Greg lmao That faggot',bad
'i\'ll stop when that faggot learns his place in life',bad
'and you\'re that faggot most of the time!',bad
'imagine having to live your life day by day being dare airez it would be a living nightmare i hate that faggot',bad
'If yo nigga on that bitch shit . Tell that faggot ass nigga to go sit with the other bitches ’’',bad
'cash is surprisingly absent knowing that faggot is actually male.',bad
'y\'all need to get off OBJ nut sack, he was the main one acting like a bitch on that field',bad
'Yall shoulda seen us doin\' donuts in that field last night, shit was lit',bad
'As a kid I grew up wanting to be a police officer and I still kinda want to but man, so many racist pigs in that field it\'s disgusting.',bad
'Leel was a real boy on that field still can\'t believe that nigga was that quick lol',bad
'Honestly it\'s whatever, go to that field five minutes away from ur house and fuck a kangaroo. ’’’’',bad
'niggas ain\'t even in that field fr ’’',bad
'I really wanna get back on that field which means working my ass off.',bad
'okay but like I said, they\'re super anal about that field',bad
'I\'m surprised that nigger made it on there.',bad
'read the research on cutting off penis and this first generation NEVER A NIGGER dad from luo tribe that nigger tribe to most',bad
'where the fuck is my lord and savior you are my only normal friend besides tiw but all that nigger does is tweet about sports',bad
'You\'ve had that nigger AIDS a long time! Riddled.',bad
'C\'mon, guys. Ya\'ll can\'t slander weed coz of that nigger. Please leave weed outta this’’',bad
'So every time I walk out of my cousins house I yell Somebody catch that nigger he\'s a runner',bad
'TEACHMISSANGOLA A LESSON!! THAT NIGGER BITCH! BACK OFF AND GO BACK TO THE PIGSTY WHERE YOU BELONG!! ANGOLAN PIG! MISSUNIVERSEANGOLA! PTU!!',bad
'I\'ve started telling people I\'m voting for Trump so they feel better about it. Learn from the faggots be LOUD and be PROUD!',bad
'The faggots are violent against us! The Patriots are rising though! We\'re taking back our country!',bad
'ThankYouiKON for stay and work harder and showed to all the faggots that u\'re deserved to be called an idol',bad
'Don\'t comment on vids from this the Faggots get their kicks',bad
'Comment not on the Vids from this the Faggots get their kicks',bad
'I HOPING THE FAGGOTS TRY, I REALLY REALLY DO LOLOLOLOL',bad
'stop fuckin playin with me lmfao boy said brentwood ’’ thas the faggots im from chula vista logan heights',bad
'it\'s garbage! The faggots urinate on crosses, the muslims kill Christians, yet we don\'t want to offend them!',bad
'yeah totally. If they cheated as much as the faggots in NE just imagine what they could accomplish',bad
'I hate the faggots who get like - kills on nuke town, but don\'t have any flag captures etc',bad
'a hit of the vape a day, keeps the faggots aways',bad
'Not the players fault that the faggots on first take don\'t ever bring them up since that is the casual fans\' show.',bad
'Haha bitch i will never forgive the faggots who betray me neverforgive sandrabland',bad
'I\'m happy Tim is alive so he can keep on spreading AIDS to the rest of the faggots he fucks. He does serve a purpose',bad
', the faggots stormed his gates like vampires but not blood seekers , cum and feces\' seekers ’’',bad
'Hahaha the faggots who thought throwing a fucking Pepsi bottle at my truck would be funny, come by again and actually stop this time pussies',bad
'All cuz he didn\'t knock before entering the faggots office bro. My bitch Michelle Phifer held it down',bad
'twitter bash of the faggots',bad
'I\'m a fascist, fuck fashion Gucci belts is for the faggots.',bad
'Happy Belated Birthday to the faggots that never fail to make my day ever since Form ’’',bad
'd shadyrecords Better than the faggots From miami k',bad
'The faggots deserve to die just as much as the losers in the military volunteering is redundant',bad
'Fuck all the faggots with a big ego',bad
'That\'s enough likes for a fav spam or like for the faggots I hope you\'re ready!',bad
'Cheers to the faggots hoe hoe hoe',bad
'Cute day at winter wonderland with the faggots ’’’’',bad
'I would fuck this dudes life up and all the faggots in the room letting him do it',bad
'Where were you when God died? ’’ ’’’ Burning in hell with the rest of the faggots',bad
'I\'ll sort the faggots out',bad
'you look like the faggots in the videos',bad
'Must have been the \'faggots\'..',bad
'Such a shame when assholes like think they\'re actually better than other!! PS leave the \'faggots\' ALONE grandpa',bad
'Thats how u show the faggots how to play zombies machine',bad
'With all the faggots that work at Shlong is word all have heard and why all the drama',bad
'Can\'t wait to beat the faggots ass that keep egging my house ’’',bad
'had a gr day with the faggots ’’’',bad
'cinema is team work with no castereligionrace bar but the faggots protesting carry brains of maggots dont know shit about it Dilwale',bad
'not even the faggots on the west, you should be a crime.',bad
'Can\'t wait to see all the faggots from back home.',bad
'Kill all the faggots that don\'t agree',bad
'Talking like the faggots is so much fun tho.',bad
'Do not back down to the faggots! Hitler was a well known sodomite and so was mohammed!',bad
'idk Thomas might\'ve taken it to school to kill some of the faggots he\'s been talking about ill ask him',bad
'As cringe as it sounds I\'m so glad to start a new year and leave all the faggots behind’’’’',bad
'I feel bad for the faggots that have to settle for CiCis lol',bad
'thanks. Best Buy told me to contact Sony. And trust me last thing I want to do is go to the faggots that created the problem',bad
'i\'ll sort the faggots out',bad
'Does anyone know a place that will repair a hdmi port on a ps the faggots and Best Buy said they can\'t do it',bad
'realest of the faggots bro',bad
'Yall niggas don\'t understand the female struggles.',bad
'Pedophilia topic on the TL. I\'ll slide over to the female discussion on the TL',bad
'fine feathers don’’t make fine birds refraneslogicos cruzsaubidet or although the female monkey is dressed in silk, she remains a monkey',bad
'So now the female feminist what to come at me i could be calling yo ass a bitch is that better than female',bad
'I\'m just guessing the originator of that question just took the vagina out of the female anatomy ’’',bad
'Niggas act like the female now a days. ’’',bad
'The way my dad is so deep. whenever I\'m in town with him o kgalemela the niggers that check me out ’’. this is so embarrassing hle',bad
'catch us on the niggers of the gay community',bad
'catch us on the niggers behind cabals and block you.',bad
'I mean the niggers got the ass but the white bitches don\'t argue',bad
'I rather the niggers',bad
'My bro bday on minutes D got the niggers present ready',bad
'the niggers they had were African, not American ghetto dwellers',bad
'From now on I\'m just going to call these coons and bedwenches niggers! They are the niggers! You ignorant treacherous traitorous niggers!',bad
'Ur mom will be the st slave when the niggers take over the world ’’’’’’’’’',bad
'But what do you mean, the niggers are the ones who built the Pyramids in Egypt, didn\'t you know?',bad
'The niggers who use nigger gifs',bad
'The Niggers',bad
'the ppl voting for Donald Trump probably got cigarette stains on their dusty ass roach infested couch watch BET to see the niggers.',bad
'for all the niggers i just added ima girl lol',bad
'I hope they carry it OUT to the niggers. They\'ll spread AIDS if they come in!',bad
'Sushi date with the niggers',bad
'retweet the niggers threatening to rape her, lol',bad
'If you think I hate whites, you make the niggers look smart by comparison. Linger longer.',bad
'the natives are few, because white people killed them all. Soon we\'ll have a pro team called the niggers, spits and chinks',bad
'youre a disgrace to the niggers',bad
'Finally done with exams now I can bring out my true demon into this website time to purge all of the niggers',bad
'my soggy knees need to work for me as of like the niggers of the gay community',bad
'no it depends on keeping the niggers and ragheads out. putting queers back in the closet, and destroying all jews nor in israel',bad
'isn\'t it hilarious, that the niggers have the audacity to claim white people have no culture?',bad
'the niggers in love one?',bad
'I read that normally till it got to the niggers part, I read that in a Texas accent. Your a racist for that theory',bad
'I read the niggers coattails?',bad
'Family ’’’’’’’’’’’’ Salute to the niggers for the good times!',bad
'When he say babe , I\'m going out with the niggers ’’’’’’Niggah fuck you ’’’’’’’’',bad
'imagine all the niggers',bad
'And white people swear they hate the niggers. listen to what she\'s SAYIN',bad
'the niggers squad ’’',bad
'murder the niggers!',bad
'As long as they keep that hash brown casserole on deck I\'ll still go and sit in the niggers only section',bad
'as the niggers laid in their beds with visions of chicken watermelons in their heads..',bad
'He is correct in his statement. Kill the niggers would be yours. thisisAmerica',bad
'Put mom in the nursing home. Let the niggers take care of her. What could possibly go wrong?',bad
'DEAR GOD KILL THE NIGGERS CREEPING ON WHITE WOMEN SAYING NO FUCK YOUR WIFE UGLY NIGGER QUEER AMEN',bad
'If that were true I\'d emigrate to the USA and vote times, why not the niggers do!',bad
'THE NIGGERS?',bad
'The niggers are seikh, they have moved to birmingham',bad
'Why are like the niggers of some faggot on pol using verizon and constantly getting the shared ip b for being a harassment account smfh.',bad
'Who do you think the niggers of the animal kingdom are? Like the one species the rest treat like shit?',bad
'i inspire all the niggers i hang with to get iller with the hustle. bout to get even crazier.',bad
'This is for the niggers in the suburbs',bad
'don\'t do it. That\'s not how u were raised. Take the niggers money!',bad
'if i stay quite maybe the niggers wont beat my ass as well',bad
'When racism causes them to go broke and raise their kids in the same poor area the \'niggers\' live in',bad
'Raping and killing on a daily basis requires energy, who will feed the niggers if not whitey ? Even Mugabe can\'t feed his apes',bad
'Thanks friends runs with the niggers',bad
'The rule is if you block people on they shouldn\'t be checking your shit,',bad
'Adam effortlessly combines stupidity and weakness to produce the ultimate beta cuck. WhiteGenocide',bad
'Need someone to talk about star wars TFA flaws with. nobody wants to listen since the fanboys all have their heads up their asses',bad
'I wouldn\'t have smashed their phones, I would have smashed their heads against the floor smh assholes',bad
'real fans know how to react to their idols, even if their heads keep pushing to take a pict, they wouldn\'t do that shit',bad
'the whole foods I go to, those people have their heads so far up their asses I could rap fuck the police an no one notices',bad
'Lol u know they be them white girls that stay around groups of niggas’’',bad
'If they got that raw shit, that really mean.them white squares is stepped on, Billie jean',bad
'hell yeah them white bitches be ditzy as hell’’',bad
'Im Finna Be One Of Them White Kids That Either Run Away From Home , Or Kill My Dad ’’’. Decisions’’’’’’',bad
'Money money money thats all them white bitches want from Ppl',bad
'I\'m gone fight y\'all and put them white people in your life. I\'m done with the bs',bad
'Fuck Them White Folks Christmas In A Few',bad
'Not them white folks shits though. You knew better ’’’',bad
'with them white bitches',bad
'Being a parent is the greatest power ever, ur kids have to do as u say. Only if ur black tho coz them white folks do what they want.',bad
'Tuesday\'s and Thursdays them white people be hopping out',bad
'All my niggas getting money now, hip hip hooray, when you see them white whips that\'s the bylug parade',bad
'just delete it them white people trippn but if it was lit holly doing that shit its fine',bad
'So I know I woulda blew both them white hoes out the water the last meters',bad
'And really ain\'t nobody care if them white police officers was fucking them ugly poor ass black hoes or not them or them white tricks..',bad
'hell nah them white folks can\'t vibe to this at all ’’’’',bad
'boy u fu. With them white nike boots. Sock boot ass boy',bad
'Lease up in February moving back where them white folks stay where non them broke lame hoes can pull up on me',bad
'why\'d u ask then faggot',bad
'go to bed then faggot',bad
'get on then faggot',bad
'Link up then faggot',bad
'kiss me then faggot',bad
'Man, you\'re such a sensitive pussy! All worked up over athletes using the fag term?!? Get out of the sports world then! Faggot',bad
'block me then faggot',bad
'keep it shut then faggot ’’',bad
'well get a . gpa then faggot',bad
'Finna fight me then faggot’’’’',bad
'do it then faggot. you wont because you are a coward who preys on children because they are weaker than you.',bad
'I take it you\'re voting for Bernie then. Faggot.',bad
'show me a picture of you then faggot',bad
'wait. Isn\'t it the other way around. Maggot, then faggot.',bad
'why beg for me to follow you then faggot',bad
'dont make empty threats then faggot',bad
'Buy some glasses then faggot',bad
'duces then faggot',bad
'reply to my snapchats then, faggot',bad
'text me then faggot',bad
'come meet me then faggot. You will get to know me very soon.PEET VAN HEERDEN.watch your back',bad
'give me your snapchat then faggot',bad
'how old are you then faggot',bad
'stay a virgin forever then faggot',bad
'join then faggot.',bad
'get one then faggot',bad
'v me on Rust then faggot. Quick scopes only.',bad
'ok then faggot',bad
'alright then faggot',bad
'no ones liking your vid then faggot',bad
'Come eat me then faggot',bad
'dont have a life then faggot',bad
'in a few weeks see how your liking your cavs then faggot the team defense doesn\'t compare to when Lebum was in Miami',bad
'Explain Medal of Honor Warfighter then, faggot.',bad
'fuck you then faggot i take back all this friendship loner i hope kids throw rocks at you',bad
'look somewhere else then faggot',bad
'Fine. Don\'t follow me back then. Faggot.',bad
'go look it up then faggot',bad
'stop drinking then faggot',bad
'get sympathy for that poor cops kids, maybe, and the wife, but the dude fucked up. no i wasnt married to him then faggot cunt',bad
'come up with a funny one then, faggot',bad
'tell on me then faggot',bad
'I would\'ve won this tourney but then faggot ass Roy',bad
'don\'t play next year then faggot',bad
'its gonna be black ops themed then faggot',bad
'get out then faggot',bad
'Maybe stop asking questions then, faggot.',bad
'come kill me then faggot, you\'d be doing me a favor',bad
'better then faggot ass Steph curry.',bad
'wow ok fuck off then faggot I was maybe thinking about getting it for u but hell naw now!',bad
'Im sick of these fucking spicks calling me justin',bad
'TCM these fucking Jesus movies ’',bad
'you guys have no idea of these fucking teasers',bad
'All these fucking reshoots, it\'s getting out of hand.',bad
'I\'m so fucking hungry! I wish I never had to get these fucking tonsils taken out ’’',bad
'I can\'t even be bothered with these fucking community\'s. Pubstomping community is full of supply drops and sniping is just dead cut comms.',bad
'Twitter need to cool off with these fucking adverts. Every seconds some bloody Tesco tweet kmt',bad
'you guys are only idiots that don\'t Grow Up and Need Attention with These fucking hacks',bad
'STOP SENDING THESE FUCKING MESSAGES’’’',bad
'All these fucking jobs I applied for I need to get at least one shit',bad
'Fuck. I was skipping all the spoilers from SW VII until i crashed into one. I hate these fucking moron.',bad
'My manager and these fucking timesheets pissing me off man how you gon not approve timesheets before fu KING Christmas the fuck wrong with u',bad
'DAMN GUBMINT TAKING MY MONEY AND GIVING IT TO THESE FUCKING \'SCHOOLS\' FOR \'EDUCATION\'',bad
'OMG! These fucking stalkers need to leave them alone.',bad
'Especially with these fucking americans',bad
'These fucking Christmas Carolers set up camp next to me while I\'m trying to listen to my headphones in baggage claim',bad
'Who the fuck gives birth to these fucking weird people ? Like I don\'t even know u',bad
'These fucking TV shows are so fucking shitty like what the fucking hell I don\'t have anything ti fucking watch.',bad
'fuck a lady i\'ll replace her for these fucking bands',bad
'These fucking cramps then woke me up out my sleep. OMG ! I already know today is not going to be a good day. ’',bad
'I dont know how these fucking family members facing their Ass Hole Father on Ayan Case',bad
'Gdi these fucking mood swings',bad
'The life of A Pakistani Baby is more important then these fucking lifes.',bad
'Fins in wrapping all these fucking gifts .',bad
'holy shit bro, look at these fucking bargains. dmn. Christmas',bad
'just make another chain I\'m tired seeing these fucking videos about talking about k for this chain like bruh',bad
'Between these Fucking dogs, and doors slamming. I\'ll never get enough sleep here.',bad
'Bought a five pack of swishers to make change, now I gotta smoke these fucking things smh',bad
'It\'s way too early for these fucking females to be bitching and bickering. Get your fucking life together.',bad
'and I know these fucking js gon find my shit',bad
'These fucking kids taking all my money ’’’’’’',bad
'Oh my god, if I ever have the privilege to meet the person who came up with these fucking ’’’keep scrolling’’ ads, I’’ll punch them.',bad
'ThisTimeNextYearIHope these fucking dick pills work and my hog is finally a perfect inches. is just not cutting it these days.',bad
'THESE FUCKING POLICE CAN\'T TOUCH ME',bad
'BilawalInfantKiller These fucking retards should be ban to come to Pakistan.',bad
'All these fucking pop punk-metal bands anymore just all sound the same. Generic paint by numbers garbage. they all dresslook the same.',bad
'are you serious?! fuck you these fucking lights bruh. im done!',bad
'WeLoveYouAshton seriously respect his privacy god these fucking paps need to learn some god damn respect I swear. ’’’',bad
'Damn these fucking chores',bad
'All these fucking scratches on me ’’’',bad
'Look at these fucking idiots nffc dcfc',bad
'I don\'t only h summer because I feel like I\'m melting, I hate it because all theSE FUCKING SPIDERS APPEAR OUT OF NOWHERE AND ENTER MY HOUSE',bad
'why are people stealing these fucking things?! ITS A LASER?!',bad
'these fucking nerds i love them so MUCH',bad
'these fucking ads',bad
'Making these fucking gainz ’’',bad
